DNTNO,HDATE,HTIME,PRDCD,RSHLD,HLDBY,HLDPROG,RSCLR,CDATE,CTIME,CLRBY,CLRPROG
G052522546988K ,20240510,153203437,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522547007* ,20240510,152435871,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522547007* ,20240510,153203500,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522547057G ,20240521,075959186,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052522547065G ,20240521,075959311,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052522547390R ,20240521,075959561,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052522547910B ,20240521,075959671,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052522547967E ,20240521,075959796,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052522548257L ,20240521,075959983,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052522548880C ,20240527,125836547,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522548910W ,20240527,125836626,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525225517093 ,20240527,145025991,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052522552241R ,20240527,145026101,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G0525225522757 ,20240527,145026179,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052522553684V ,20240521,080000093,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G0525225538983 ,20240521,080000204,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052522554101J ,20240510,152435950,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522554101J ,20240510,153203562,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522556683M ,20240514,074854896,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522556815U ,20240521,080000439,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052522558897* ,20240521,080000704,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052522560155N ,20240521,080000782,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G0525225605077 ,20240521,080000876,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G0525225611805 ,20240521,080000954,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G0525227019477 ,20240509,155511956,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522704000O ,20240905,154341076,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522708355H ,20240905,154341154,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522708360N ,20240905,154341217,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522717801Q ,20240527,134547304,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522721108L ,20240510,152436012,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522721108L ,20240510,153203641,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522721257W ,20240527,134547367,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522733720S ,20240503,165728649,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G0525227337580 ,20240503,165728727,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G0525227368073 ,20240905,154341295,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522737263J ,20240905,154341373,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525227389955 ,20240503,165728805,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G0525227402895 ,20240527,134547429,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522741366W ,20240503,165728899,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G0525227509753 ,20240509,155512050,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522751004F ,20240509,155512128,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522751875W ,20240527,134547507,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522754216H ,20240521,080001032,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052522754269S ,20240521,080001142,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052522754452U ,20240527,134547570,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522756221S ,20240509,155512222,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522756242I ,20240509,155512300,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522758512B ,20240509,155512425,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G0525227597512 ,20240503,165728977,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052522762138D ,20240527,145026351,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052522762186Y ,20240524,153256414,PF56,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G0525227626814 ,20240905,154341435,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525227626830 ,20240905,154341514,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522762684Z ,20240905,154341576,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522762685X ,20240905,154341654,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522762951T ,20240905,154341717,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522762952R ,20240905,154341779,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522762955L ,20240905,154341857,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522762956J ,20240905,154341920,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522762957H ,20240905,154341998,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525227631425 ,20240509,155512518,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G0525227648099 ,20240521,080001220,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052522764871Y ,20240521,080001314,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052522765417P ,20240509,155512628,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522765590* ,20240521,080001407,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G0525227675496 ,20240503,165729055,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052522768171Q ,20240503,165729133,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052522768410S ,20240905,154342060,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522768422K ,20240503,165729227,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052522769946M ,20240509,155512800,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522770378I ,20240509,155512878,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522770444U ,20240509,155512972,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522770444U ,20240509,155513065,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522770713K ,20240521,080001485,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052522784601E ,20240510,152436075,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522784601E ,20240510,153203797,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522785036O ,20240905,154342139,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522785037M ,20240905,154342201,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522785040W ,20240905,154342279,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522785042S ,20240905,154342342,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522785199N ,20240509,155513159,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522786405R ,20240509,155513237,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522786571* ,20240509,155513331,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522786670U ,20240509,155513409,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522786693G ,20240509,155513503,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G0525227873517 ,20240509,155513581,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522787429W ,20240510,152436137,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522787429W ,20240510,153203922,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G0525227881373 ,20240510,152436215,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G0525227881373 ,20240510,153204000,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522788984* ,20240510,152436278,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522788984* ,20240510,153204062,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522788999M ,20240510,152436356,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522788999M ,20240510,153204125,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522789153O ,20240521,080001657,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052522789326E ,20240509,155513675,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522794182P ,20240509,155513753,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522794227V ,20240509,155513847,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522794731* ,20240521,080001751,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G0525227970173 ,20240509,155513925,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G0525227980818 ,20240509,155514018,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G0525227981474 ,20240509,155514097,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522798310E ,20240521,080001845,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052522798915U ,20240527,125836688,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522798919M ,20240527,125836751,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522799493Q ,20240509,155514190,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G0525227995503 ,20240509,155514284,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522799675E ,20240527,134547632,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522799682G ,20240527,134547695,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522799875Z ,20240521,080001939,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G0525228014109 ,20240509,155514378,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522802056Y ,20240527,134547757,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522802330U ,20240524,153256507,PF56,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G0525228027927 ,20240509,155514456,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522803033W ,20240521,080002033,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G0525228031013 ,20240521,080002127,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052522803617L ,20240510,152436418,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G052522803617L ,20240510,153204187,PF56,COS,IQBA0023,MTHPCS11,   ,00000000,0000,        ,        
G0525228044559 ,20240521,080002314,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G0525228055215 ,20240524,153256601,PF56,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G052522805663E ,20240527,134547820,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052522808886A ,20240524,153256726,PF56,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G0525231004893 ,20240521,080002393,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523103349G ,20240521,080002564,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523104010H ,20240527,145026429,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523104647H ,20240527,134547898,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523104666B ,20240527,134547961,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525231050738 ,20240527,134548023,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525231103285 ,20240527,145026523,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523110612Y ,20240527,145026601,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523112454Z ,20240603,145051773,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G0525231137996 ,20240528,150548877,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523114998D ,20240528,150548971,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523117044S ,20240603,145051882,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G0525231184585 ,20240604,161029271,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G0525231192817 ,20240604,161029427,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G0525231264737 ,20240527,134548086,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523127592E ,20240603,145051976,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523128605K ,20240531,140728383,PF56,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G052523131516S ,20240527,145026679,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523132850L ,20240527,134548148,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523132886Y ,20240527,134548226,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523132893* ,20240527,134548289,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523132913N ,20240527,134548367,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523133946Q ,20240527,134548429,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523135581K ,20240521,080002658,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G0525231359979 ,20240527,134548492,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523136011Z ,20240527,134548570,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525231360649 ,20240527,134548633,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523136543G ,20240521,080002736,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523136861P ,20240521,080002830,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G0525231370521 ,20240521,080002924,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G0525231404548 ,20240527,134548695,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523140459Z ,20240527,134548758,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523140461A ,20240527,134548820,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523140475Z ,20240527,134548898,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525231404820 ,20240527,134548961,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523140498L ,20240527,134549023,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523140790D ,20240528,150549175,SP54,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523140790D ,20240528,150549268,SP55,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523141861* ,20240527,134549101,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523142236X ,20240527,125836829,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523142247R ,20240527,125836892,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523142266L ,20240527,125836954,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523142757K ,20240527,134549164,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G0525231450193 ,20240521,080003018,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523146101* ,20240521,080003111,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523151821K ,20240527,145026773,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G0525231527334 ,20240527,145026851,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G0525231556227 ,20240524,153256804,PF56,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G0525231565864 ,20240524,153256882,PF56,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G0525231566760 ,20240524,153256976,PF56,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G052523157737R ,20240527,134549242,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523158205U ,20240527,134549304,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523161288Z ,20240527,145026945,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523161488J ,20240524,153257085,PF56,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G052523161756B ,20240527,134549367,PF56,COS,LLOY0026,MTHPCS11,   ,00000000,0000,        ,        
G052523169425W ,20240528,150549378,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G0525231723291 ,20240527,145027023,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523172934X ,20240527,145027116,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523172990H ,20240527,145027242,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523175545B ,20240524,153257257,PF56,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G052523175839K ,20240527,145027351,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523176308L ,20240524,153257335,PF56,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G052523176900Q ,20240527,145027476,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523184468Q ,20240603,145052054,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523184565O ,20240603,145052148,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G0525231852293 ,20240604,161029599,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523185907X ,20240605,171159061,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G0525231859122 ,20240605,171159140,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523191911* ,20240603,145052226,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523192447* ,20240604,161029677,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523192764A ,20240605,171159233,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523193027N ,20240524,153257445,PF56,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G052523195858O ,20240527,145027695,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G0525232044820 ,20240614,104919715,PF56,COS,MGAZ0001,MTHPCS11,   ,00000000,0000,        ,        
G052523206910Y ,20240527,145027773,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523209311W ,20240527,145027851,SP54,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523209311W ,20240527,145027929,SP55,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G0525232098571 ,20240603,145052320,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
G052523210547U ,20240604,161029771,PF56,COS,MTET0001,MTHPCS11,   ,00000000,0000,        ,        
